id,title,difficulty,category,concept,domain,role,context,problem_statement,tags
SQL-00306,Joins assessment for Cloud Modernization enterprise modernization,Easy,SQL_DATA_VALIDATION,Joins,Cloud Modernization,Automation Architect,enterprise modernization,"Design, code or whiteboard a easy solution involving Joins for Cloud Modernization enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,joins,cloud-modernization,automation-architect"
SQL-00307,Window functions assessment for Supply Chain observability and production readiness,Easy,SQL_DATA_VALIDATION,Window functions,Supply Chain,Data QA Engineer,observability and production readiness,"Design, code or whiteboard a easy solution involving Window functions for Supply Chain observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,window-functions,supply-chain,data-qa-engineer"
SQL-00308,Reconciliation assessment for Insurance test automation modernization,Easy,SQL_DATA_VALIDATION,Reconciliation,Insurance,Lead Quality Engineer,test automation modernization,"Design, code or whiteboard a easy solution involving Reconciliation for Insurance test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,reconciliation,insurance,lead-quality-engineer"
SQL-00309,Group By assessment for Banking test automation modernization,Medium,SQL_DATA_VALIDATION,Group By,Banking,Test Manager,test automation modernization,"Design, code or whiteboard a medium solution involving Group By for Banking test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,group-by,banking,test-manager"
SQL-00310,Reconciliation assessment for Cloud Modernization regulatory reporting modernization,Easy,SQL_DATA_VALIDATION,Reconciliation,Cloud Modernization,Test Manager,regulatory reporting modernization,"Design, code or whiteboard a easy solution involving Reconciliation for Cloud Modernization regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,reconciliation,cloud-modernization,test-manager"
SQL-00311,Duplicate detection assessment for Supply Chain API-first transformation,Easy,SQL_DATA_VALIDATION,Duplicate detection,Supply Chain,Lead Quality Engineer,API-first transformation,"Design, code or whiteboard a easy solution involving Duplicate detection for Supply Chain API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,duplicate-detection,supply-chain,lead-quality-engineer"
SQL-00312,Source-to-target assessment for Supply Chain test automation modernization,Easy,SQL_DATA_VALIDATION,Source-to-target,Supply Chain,Automation Architect,test automation modernization,"Design, code or whiteboard a easy solution involving Source-to-target for Supply Chain test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,source-to-target,supply-chain,automation-architect"
SQL-00313,Group By assessment for Banking cloud migration,Medium,SQL_DATA_VALIDATION,Group By,Banking,Data QA Engineer,cloud migration,"Design, code or whiteboard a medium solution involving Group By for Banking cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,group-by,banking,data-qa-engineer"
SQL-00314,Duplicate detection assessment for Data Engineering enterprise modernization,Hard,SQL_DATA_VALIDATION,Duplicate detection,Data Engineering,QA Practice Lead,enterprise modernization,"Design, code or whiteboard a hard solution involving Duplicate detection for Data Engineering enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,duplicate-detection,data-engineering,qa-practice-lead"
SQL-00315,Duplicate detection assessment for SaaS test automation modernization,Hard,SQL_DATA_VALIDATION,Duplicate detection,SaaS,QA Practice Lead,test automation modernization,"Design, code or whiteboard a hard solution involving Duplicate detection for SaaS test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,duplicate-detection,saas,qa-practice-lead"
SQL-00316,Group By assessment for Banking observability and production readiness,Hard,SQL_DATA_VALIDATION,Group By,Banking,Lead Quality Engineer,observability and production readiness,"Design, code or whiteboard a hard solution involving Group By for Banking observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,group-by,banking,lead-quality-engineer"
SQL-00317,Source-to-target assessment for Retail data platform migration,Medium,SQL_DATA_VALIDATION,Source-to-target,Retail,SDET,data platform migration,"Design, code or whiteboard a medium solution involving Source-to-target for Retail data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,source-to-target,retail,sdet"
SQL-00318,Reconciliation assessment for Cloud Modernization CI/CD quality gate adoption,Expert,SQL_DATA_VALIDATION,Reconciliation,Cloud Modernization,Test Manager,CI/CD quality gate adoption,"Design, code or whiteboard a expert solution involving Reconciliation for Cloud Modernization CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,reconciliation,cloud-modernization,test-manager"
SQL-00319,Joins assessment for Data Engineering CI/CD quality gate adoption,Hard,SQL_DATA_VALIDATION,Joins,Data Engineering,Automation Architect,CI/CD quality gate adoption,"Design, code or whiteboard a hard solution involving Joins for Data Engineering CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,joins,data-engineering,automation-architect"
SQL-00320,Reconciliation assessment for Supply Chain API-first transformation,Easy,SQL_DATA_VALIDATION,Reconciliation,Supply Chain,Automation Architect,API-first transformation,"Design, code or whiteboard a easy solution involving Reconciliation for Supply Chain API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,reconciliation,supply-chain,automation-architect"
SQL-00321,Group By assessment for SaaS enterprise modernization,Easy,SQL_DATA_VALIDATION,Group By,SaaS,Test Manager,enterprise modernization,"Design, code or whiteboard a easy solution involving Group By for SaaS enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,group-by,saas,test-manager"
SQL-00322,Source-to-target assessment for Cloud Modernization test automation modernization,Medium,SQL_DATA_VALIDATION,Source-to-target,Cloud Modernization,QA Practice Lead,test automation modernization,"Design, code or whiteboard a medium solution involving Source-to-target for Cloud Modernization test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,source-to-target,cloud-modernization,qa-practice-lead"
SQL-00323,Group By assessment for Insurance test automation modernization,Hard,SQL_DATA_VALIDATION,Group By,Insurance,Test Manager,test automation modernization,"Design, code or whiteboard a hard solution involving Group By for Insurance test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,group-by,insurance,test-manager"
SQL-00324,Window functions assessment for SaaS data platform migration,Easy,SQL_DATA_VALIDATION,Window functions,SaaS,Lead Quality Engineer,data platform migration,"Design, code or whiteboard a easy solution involving Window functions for SaaS data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,window-functions,saas,lead-quality-engineer"
SQL-00325,Group By assessment for Healthcare Payer observability and production readiness,Easy,SQL_DATA_VALIDATION,Group By,Healthcare Payer,SDET,observability and production readiness,"Design, code or whiteboard a easy solution involving Group By for Healthcare Payer observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","sql-data-validation,group-by,healthcare-payer,sdet"
